condition,model,day,threshold,net_benefit,treat_all,treat_none,ci_lower,ci_upper,n,bootstrap_resamples,treat_all_ci_lower,treat_all_ci_upper
Inductive,Joint,730,0.5,-0.3164428502545978,-0.6342630944862542,0.0,-0.4006943484059439,-0.23128440229907993,211,2000,,
Inductive,Joint,730,0.55,-0.23014823823693922,-0.8158478827625049,0.0,-0.3061488374389927,-0.1553788439633787,211,2000,,
Inductive,Joint,730,0.6,-0.15025093139538895,-1.0428288681078173,0.0,-0.22532538725358275,-0.07740508520259433,211,2000,,
Inductive,Joint,730,0.65,-0.060941611166470955,-1.3346615635517916,0.0,-0.12322409372443484,-0.00598304227756743,211,2000,,
Inductive,Joint,730,0.7,-0.023348822661287662,-1.723771824143756,0.0,-0.07228841210810666,0.01774553544788491,211,2000,,
Inductive,Joint,730,0.75,0.0,-2.2685261889725075,0.0,0.0,0.0,211,2000,,
Inductive,Joint,730,0.8,0.0,-3.085657736215635,0.0,0.0,0.0,211,2000,,
Inductive,Joint,730,0.85,0.0,-4.447543648287512,0.0,0.0,0.0,211,2000,,
Inductive,Joint,730,0.9,0.0,-7.17131547243127,0.0,0.0,0.0,211,2000,,
Inductive,Joint,1095,0.05,0.21665827476860963,0.21665827476860963,0.0,0.15215872793717408,0.28617013456585905,211,2000,,
Inductive,Joint,1095,0.1,0.17314741412043108,0.17314741412043108,0.0,0.10505657267972365,0.24651817033719117,211,2000,,
Inductive,Joint,1095,0.15,0.12451762869011386,0.12451762869011386,0.0,0.05241551085179882,0.20220126914044462,211,2000,,
Inductive,Joint,1095,0.2,0.06980912008100701,0.06980912008100701,0.0,-0.006802480987470361,0.15234475529410482,211,2000,,
Inductive,Joint,1095,0.25,0.007806143657352557,0.007806143657352557,0.0,-0.07391620507197541,0.09584070626825304,211,2000,,
Inductive,Joint,1095,0.3,-0.063054400826824,-0.063054400826824,0.0,-0.15061760402569552,0.03126465023870807,211,2000,,
Inductive,Joint,1095,0.35,-0.15643429649549492,-0.1448165675393353,0.0,-0.24738562908616277,-0.05470137699955521,211,2000,,
Inductive,Joint,1095,0.4,-0.22882788160553108,-0.2402057620372653,0.0,-0.324817392481345,-0.12188041924161307,211,2000,,
Inductive,Joint,1095,0.45,-0.30756942616981203,-0.35293844644390965,0.0,-0.41413090746109205,-0.19461412984866483,211,2000,,
Inductive,Joint,1095,0.5,-0.42558909919251087,-0.488217667731883,0.0,-0.5379840277079425,-0.3066143028916295,211,2000,,
Inductive,Joint,1095,0.55,-0.4847478974577519,-0.6535589381949617,0.0,-0.6036612679316445,-0.35943731703839377,211,2000,,
Inductive,Joint,1095,0.6,-0.35219891759847377,-0.8602355262738096,0.0,-0.4740435644710469,-0.2299301293071273,211,2000,,
Inductive,Joint,1095,0.65,-0.23613003045030692,-1.1259625680894718,0.0,-0.3508156412997809,-0.1294934372028912,211,2000,,
Inductive,Joint,1095,0.7,-0.17412126477283513,-1.480265290510354,0.0,-0.30062757108223376,-0.06186638714744929,211,2000,,
Inductive,Joint,1095,0.75,-0.04736989857454946,-1.9762891018995898,0.0,-0.13421927987608984,0.03027846780063572,211,2000,,
Inductive,Joint,1095,0.8,-0.011024570213537213,-2.7203248189834435,0.0,-0.07327590288999368,0.030574298925803944,211,2000,,
Inductive,Joint,1095,0.85,0.0,-3.9603843474565315,0.0,0.0,0.0,211,2000,,
Inductive,Joint,1095,0.9,0.0,-6.440503404402711,0.0,0.0,0.0,211,2000,,
Internal OOF,Deep,365,0.05,0.3193011739517503,0.3193011739517503,0.0,0.26998540795582726,0.3644400745463333,422,2000,0.26998540795582726,0.3644400745463333
Internal OOF,Deep,365,0.1,0.28148457250462533,0.28148457250462533,0.0,0.22942904173115097,0.32913118979890743,422,2000,0.22942904173115097,0.32913118979890743
Internal OOF,Deep,365,0.15,0.23921895912254446,0.23921895912254446,0.0,0.18410133830357162,0.28966831861060777,422,2000,0.18410133830357162,0.28966831861060777
Internal OOF,Deep,365,0.2,0.19167014406770352,0.19167014406770352,0.0,0.13310767194754491,0.2452725885237708,422,2000,0.13310767194754491,0.2452725885237708
Internal OOF,Deep,365,0.25,0.13778148700555043,0.13778148700555043,0.0,0.07531485007738127,0.19495742775868882,422,2000,0.07531485007738127,0.19495742775868882
Internal OOF,Deep,365,0.3,0.0752214234442198,0.07619445036308976,0.0,0.00985731532801709,0.13735520287344286,422,2000,0.009265910797194238,0.1374543868843094
Internal OOF,Deep,365,0.35,0.032993772719671285,0.0051324850064044325,0.0,-0.024914332452306457,0.0878080166026275,422,2000,-0.06694440375686768,0.07110472433694863
Internal OOF,Deep,365,0.4,0.02520476477700733,-0.07777314124306195,0.0,0.005350017139075114,0.04499738428534251,422,2000,-0.15585643740327337,-0.006303215301639076
Internal OOF,Deep,365,0.45,0.0,-0.17575251771970377,0.0,0.0,0.0,422,2000,-0.2609342953490253,-0.09778532578360619
Internal OOF,Deep,365,0.5,0.0,-0.2933277694916742,0.0,0.0,0.0,422,2000,-0.38702772488392784,-0.2075638583619669
Internal OOF,Deep,365,0.55,0.0,-0.4370308549907493,0.0,0.0,0.0,422,2000,-0.5411419165376978,-0.34173762040218564
Internal OOF,Deep,365,0.6,0.0,-0.6166597118645926,0.0,0.0,0.0,422,2000,-0.7337846561049095,-0.5094548229524585
Internal OOF,Deep,365,0.65,0.0,-0.8476110992738204,0.0,0.0,0.0,422,2000,-0.9814681784056113,-0.7250912262313814
Internal OOF,Deep,365,0.7,0.0,-1.1555462824861231,0.0,0.0,0.0,422,2000,-1.3117128748065456,-1.012606430603278
Internal OOF,Deep,365,0.75,0.0,-1.586655538983348,0.0,0.0,0.0,422,2000,-1.7740554497678553,-1.415127716723934
Internal OOF,Deep,365,0.8,0.0,-2.233319423729186,0.0,0.0,0.0,422,2000,-2.4675693122098195,-2.0189096459049183
Internal OOF,Deep,365,0.85,0.0,-3.3110925649722462,0.0,0.0,0.0,422,2000,-3.623425749613091,-3.0252128612065565
Internal OOF,Deep,365,0.9,0.0,-5.466638847458372,0.0,0.0,0.0,422,2000,-5.935138624419638,-5.037819291809837
Internal OOF,Deep,730,0.05,0.5755051601396522,0.5755051601396522,0.0,0.525402935385415,0.6231631626943881,422,2000,0.525402935385415,0.6231631626943881
Internal OOF,Deep,730,0.1,0.551922113480744,0.551922113480744,0.0,0.4990364317957159,0.6022277828440763,422,2000,0.4990364317957159,0.6022277828440763
Internal OOF,Deep,730,0.15,0.5255645907443173,0.5255645907443173,0.0,0.4695679866072286,0.5788294171290219,422,2000,0.4695679866072286,0.5788294171290219
Internal OOF,Deep,730,0.2,0.49591237766583707,0.49591237766583707,0.0,0.4364159857701803,0.5525062556995858,422,2000,0.4364159857701803,0.5525062556995858
Internal OOF,Deep,730,0.25,0.4623065361768929,0.4623065361768929,0.0,0.39884371815485903,0.5226733394128915,422,2000,0.39884371815485903,0.5226733394128915
Internal OOF,Deep,730,0.3,0.42389986018952813,0.42389986018952813,0.0,0.35590398373734894,0.4885785779423837,422,2000,0.35590398373734894,0.4885785779423837
Internal OOF,Deep,730,0.35,0.3795844648194919,0.3795844648194919,0.0,0.3063581363325296,0.44923846855333627,422,2000,0.3063581363325296,0.44923846855333627
Internal OOF,Deep,730,0.4,0.3278831702211162,0.3278831702211162,0.0,0.2485546476935737,0.4033416742661142,422,2000,0.2485546476935737,0.4033416742661142
Internal OOF,Deep,730,0.45,0.26678164024121775,0.26678164024121775,0.0,0.18024143384753497,0.3491000082903065,422,2000,0.18024143384753497,0.3491000082903065
Internal OOF,Deep,730,0.5,0.1934763496157421,0.19345980426533949,0.0,0.09832416738753762,0.2840397063442087,422,2000,0.09826557723228842,0.284010009119337
Internal OOF,Deep,730,0.55,0.12015821741500975,0.1038442269614882,0.0,0.020797212416932966,0.2140836872424924,422,2000,-0.0019271364085685977,0.2044555656881521
Internal OOF,Deep,730,0.6,0.030840101532628932,-0.008175244668325497,0.0,-0.05059186913165481,0.11466293301412038,422,2000,-0.12716802845963948,0.1050125113991713
Internal OOF,Deep,730,0.65,0.0008241187652464337,-0.15220027962094362,0.0,-0.03734850519979194,0.03481340551893262,422,2000,-0.28819203252530234,-0.022842844115233026
Internal OOF,Deep,730,0.7,0.0023862135968481073,-0.3442336595577672,0.0,0.0,0.0072140763332265686,422,2000,-0.5028907046128526,-0.19331665146777174
Internal OOF,Deep,730,0.75,0.0,-0.6130803914693207,0.0,0.0,0.0,422,2000,-0.8034688455354233,-0.43197998176132635
Internal OOF,Deep,730,0.8,0.0,-1.016350489336651,0.0,0.0,0.0,422,2000,-1.2543360569192794,-0.7899749772016582
Internal OOF,Deep,730,0.85,0.0,-1.6884673191155342,0.0,0.0,0.0,422,2000,-2.005781409225705,-1.3866333029355438
Internal OOF,Deep,730,0.9,0.0,-3.032700978673302,0.0,0.0,0.0,422,2000,-3.5086721138385597,-2.579949954403317
Internal OOF,Deep,1095,0.05,0.6709537040135766,0.6709537040135766,0.0,0.6221032198271373,0.7172802396975635,422,2000,0.6221032198271373,0.7172802396975635
Internal OOF,Deep,1095,0.1,0.652673354236553,0.652673354236553,0.0,0.6011089542619783,0.7015735863474281,422,2000,0.6011089542619783,0.7015735863474281
Internal OOF,Deep,1095,0.15,0.6322423750739974,0.6322423750739974,0.0,0.5776447751009182,0.6840190914266886,422,2000,0.5776447751009182,0.6840190914266886
Internal OOF,Deep,1095,0.2,0.6092575235161222,0.6092575235161222,0.0,0.5512475735447255,0.6642702846408567,422,2000,0.5512475735447255,0.6642702846408567
Internal OOF,Deep,1095,0.25,0.5832080250838637,0.5832080250838637,0.0,0.5213307451143739,0.6418883036169138,422,2000,0.5213307451143739,0.6418883036169138
Internal OOF,Deep,1095,0.3,0.5534371697327112,0.5534371697327112,0.0,0.487140084051115,0.6163088967324076,422,2000,0.487140084051115,0.6163088967324076
Internal OOF,Deep,1095,0.35,0.5190861827890736,0.5190861827890736,0.0,0.44768932128581607,0.5867941964810544,422,2000,0.44768932128581607,0.5867941964810544
Internal OOF,Deep,1095,0.4,0.47901003135482967,0.47901003135482967,0.0,0.40166343139296734,0.5523603795211423,422,2000,0.40166343139296734,0.5523603795211423
Internal OOF,Deep,1095,0.45,0.4316473069325415,0.4316473069325415,0.0,0.3472691978832371,0.5116658685685188,422,2000,0.3472691978832371,0.5116658685685188
Internal OOF,Deep,1095,0.5,0.3748120376257956,0.3748120376257956,0.0,0.2819961176715608,0.4628324554253707,422,2000,0.2819961176715608,0.4628324554253707
Internal OOF,Deep,1095,0.55,0.3053467084731062,0.3053467084731062,0.0,0.20221790852395624,0.4031471726948562,422,2000,0.20221790852395624,0.4031471726948562
Internal OOF,Deep,1095,0.6,0.21972469918107118,0.21851504703224467,0.0,0.10330841355220673,0.3283915154740183,422,2000,0.10249514708945091,0.32854056928171343
Internal OOF,Deep,1095,0.65,0.12954678047171153,0.10687433946542232,0.0,0.00969816353404005,0.24597039261759893,422,2000,-0.02571983189777061,0.23261779346481526
Internal OOF,Deep,1095,0.7,0.03849571669173019,-0.041979937290340406,0.0,-0.05922422749799671,0.13262393799585598,422,2000,-0.19667313721406554,0.10472075904228459
Internal OOF,Deep,1095,0.75,0.0046566097408779405,-0.2503759247484086,0.0,-0.028870194543768418,0.035650784186424034,422,2000,-0.43600776465687885,-0.07433508914925845
Internal OOF,Deep,1095,0.8,0.0023862135968481073,-0.562969905935511,0.0,0.0,0.0072140763332265686,422,2000,-0.795009705821099,-0.34291886143657335
Internal OOF,Deep,1095,0.85,0.0,-1.0839598745806807,0.0,0.0,0.0,422,2000,-1.3933462744281317,-0.7905584819154307
Internal OOF,Deep,1095,0.9,0.0,-2.125939811871022,0.0,0.0,0.0,422,2000,-2.5900194116421984,-1.685837722873147
Internal OOF,Joint,365,0.05,0.3193011739517503,0.3193011739517503,0.0,0.26998540795582726,0.3644400745463333,422,2000,,
Internal OOF,Joint,365,0.1,0.28148457250462533,0.28148457250462533,0.0,0.22942904173115097,0.32913118979890743,422,2000,,
Internal OOF,Joint,365,0.15,0.23921895912254446,0.23921895912254446,0.0,0.18410133830357162,0.28966831861060777,422,2000,,
Internal OOF,Joint,365,0.2,0.19167014406770352,0.19167014406770352,0.0,0.13310767194754491,0.2452725885237708,422,2000,,
Internal OOF,Joint,365,0.25,0.13700262782367031,0.13778148700555043,0.0,0.07615552842110715,0.193845832124144,422,2000,,
Internal OOF,Joint,365,0.3,0.08111578571040944,0.07619445036308976,0.0,0.01872785430724851,0.1408342927750957,422,2000,,
Internal OOF,Joint,365,0.35,0.048428929003554,0.0051324850064044325,0.0,-0.007331264378612252,0.10080665562879686,422,2000,,
Internal OOF,Joint,365,0.4,0.040699221662596125,-0.07777314124306195,0.0,0.004544554866465277,0.0774092691829526,422,2000,,
Internal OOF,Joint,365,0.45,0.022996260886834027,-0.17575251771970377,0.0,0.0052030713970434685,0.04115478421746685,422,2000,,
Internal OOF,Joint,365,0.5,0.0071090047393364926,-0.2933277694916742,0.0,0.0,0.016587677725118485,422,2000,,
Internal OOF,Joint,365,0.55,0.0,-0.4370308549907493,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,365,0.6,0.0,-0.6166597118645926,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,365,0.65,0.0,-0.8476110992738204,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,365,0.7,0.0,-1.1555462824861231,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,365,0.75,0.0,-1.586655538983348,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,365,0.8,0.0,-2.233319423729186,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,365,0.85,0.0,-3.3110925649722462,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,365,0.9,0.0,-5.466638847458372,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,730,0.05,0.5755051601396522,0.5755051601396522,0.0,0.525402935385415,0.6231631626943881,422,2000,,
Internal OOF,Joint,730,0.1,0.551922113480744,0.551922113480744,0.0,0.4990364317957159,0.6022277828440763,422,2000,,
Internal OOF,Joint,730,0.15,0.5255645907443173,0.5255645907443173,0.0,0.4695679866072286,0.5788294171290219,422,2000,,
Internal OOF,Joint,730,0.2,0.49591237766583707,0.49591237766583707,0.0,0.4364159857701803,0.5525062556995858,422,2000,,
Internal OOF,Joint,730,0.25,0.4623065361768929,0.4623065361768929,0.0,0.39884371815485903,0.5226733394128915,422,2000,,
Internal OOF,Joint,730,0.3,0.42389986018952813,0.42389986018952813,0.0,0.35590398373734894,0.4885785779423837,422,2000,,
Internal OOF,Joint,730,0.35,0.3795844648194919,0.3795844648194919,0.0,0.3063581363325296,0.44923846855333627,422,2000,,
Internal OOF,Joint,730,0.4,0.3278831702211162,0.3278831702211162,0.0,0.2485546476935737,0.4033416742661142,422,2000,,
Internal OOF,Joint,730,0.45,0.2706863533996964,0.26678164024121775,0.0,0.18513757029631092,0.35214301277934096,422,2000,,
Internal OOF,Joint,730,0.5,0.1958791085629928,0.19345980426533949,0.0,0.10188136700729007,0.2865806484310605,422,2000,,
Internal OOF,Joint,730,0.55,0.11553469837493703,0.1038442269614882,0.0,0.022894577602176426,0.20265790383592644,422,2000,,
Internal OOF,Joint,730,0.6,0.09277423975841377,-0.008175244668325497,0.0,0.010122853379471365,0.17047665873118018,422,2000,,
Internal OOF,Joint,730,0.65,0.09401382563186933,-0.15220027962094362,0.0,0.037394687825594304,0.14692137717507867,422,2000,,
Internal OOF,Joint,730,0.7,0.023531228960428884,-0.3442336595577672,0.0,-0.01294161368844359,0.05764559681466288,422,2000,,
Internal OOF,Joint,730,0.75,0.0023200321952376677,-0.6130803914693207,0.0,-0.01442881540056071,0.016587677725118485,422,2000,,
Internal OOF,Joint,730,0.8,0.0,-1.016350489336651,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,730,0.85,0.0,-1.6884673191155342,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,730,0.9,0.0,-3.032700978673302,0.0,0.0,0.0,422,2000,,
Internal OOF,Joint,1095,0.05,0.6709537040135766,0.6709537040135766,0.0,0.6221032198271373,0.7172802396975635,422,2000,,
Internal OOF,Joint,1095,0.1,0.652673354236553,0.652673354236553,0.0,0.6011089542619783,0.7015735863474281,422,2000,,
Internal OOF,Joint,1095,0.15,0.6322423750739974,0.6322423750739974,0.0,0.5776447751009182,0.6840190914266886,422,2000,,
Internal OOF,Joint,1095,0.2,0.6092575235161222,0.6092575235161222,0.0,0.5512475735447255,0.6642702846408567,422,2000,,
Internal OOF,Joint,1095,0.25,0.5832080250838637,0.5832080250838637,0.0,0.5213307451143739,0.6418883036169138,422,2000,,
Internal OOF,Joint,1095,0.3,0.5534371697327112,0.5534371697327112,0.0,0.487140084051115,0.6163088967324076,422,2000,,
Internal OOF,Joint,1095,0.35,0.5190861827890736,0.5190861827890736,0.0,0.44768932128581607,0.5867941964810544,422,2000,,
Internal OOF,Joint,1095,0.4,0.47901003135482967,0.47901003135482967,0.0,0.40166343139296734,0.5523603795211423,422,2000,,
Internal OOF,Joint,1095,0.45,0.4316473069325415,0.4316473069325415,0.0,0.3472691978832371,0.5116658685685188,422,2000,,
Internal OOF,Joint,1095,0.5,0.3771982512226437,0.3748120376257956,0.0,0.2843351043028749,0.46446410754374085,422,2000,,
Internal OOF,Joint,1095,0.55,0.3111796750431794,0.3053467084731062,0.0,0.20773709557783815,0.40785262852925785,422,2000,,
Internal OOF,Joint,1095,0.6,0.23168885786611693,0.21851504703224467,0.0,0.1193422686223158,0.33751935377409303,422,2000,,
Internal OOF,Joint,1095,0.65,0.1320819022221831,0.10687433946542232,0.0,0.01756942049896048,0.23824903491448998,422,2000,,
Internal OOF,Joint,1095,0.7,0.12583316389935364,-0.041979937290340406,0.0,0.036038701464942834,0.21799261424568447,422,2000,,
Internal OOF,Joint,1095,0.75,0.06852997813193844,-0.2503759247484086,0.0,0.006767531506431385,0.1257220429440394,422,2000,,
Internal OOF,Joint,1095,0.8,0.018874619219550925,-0.562969905935511,0.0,-0.015075464289650637,0.04745119106692352,422,2000,,
Internal OOF,Joint,1095,0.85,0.004739336492890996,-1.0839598745806807,0.0,0.0,0.011848341232227487,422,2000,,
Internal OOF,Joint,1095,0.9,0.0,-2.125939811871022,0.0,0.0,0.0,422,2000,,
